Ticket_ID,Text,Category,Priority
TKT-2626,Why is my credit card failing to process?,Billing,Medium
TKT-2627,Can you send me the receipt for order #5018?,Billing,Medium
TKT-2628,I was overcharged on my last invoice by $488. Please refund.,Billing,High
TKT-2629,"Hello, I was overcharged on my last invoice by $245. Please refund.",Billing,High
TKT-2630,"Hi, Why is my credit card failing to process?",Billing,Medium
TKT-2631,URGENT: I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2632,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2633,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2634,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2635,"I love your product, just wanted to say thanks!",General Query,Low
TKT-2636,"Hello, Why is my credit card failing to process?",Billing,High
TKT-2637,I was overcharged on my last invoice by $256. Please refund.,Billing,High
TKT-2638,"Hello, Can you send me the receipt for order #9123?",Billing,Medium
TKT-2639,Can you send me the receipt for order #5605?,Billing,Medium
TKT-2640,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2641,"Hello, Can you delete my account permanently?",Account,Low
TKT-2642,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2643,There is an unauthorized charge of $219 on my account.,Billing,High
TKT-2644,Do you offer a discount for non-profits?,General Query,Low
TKT-2645,"Hello, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Low
TKT-2646,My account has been locked. Please unlock it.,Account,High
TKT-2647,"Just wondering, Why is my credit card failing to process?",Billing,Medium
TKT-2648,There is an unauthorized charge of $121 on my account.,Billing,High
TKT-2649,Please help - Can you delete my account permanently?,Account,Low
TKT-2650,URGENT: I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2651,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2652,I was overcharged on my last invoice by $20. Please refund.,Billing,High
TKT-2653,What are your business hours?,General Query,Low
TKT-2654,Please help - I was overcharged on my last invoice by $283. Please refund.,Billing,High
TKT-2655,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2656,Please help - API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2657,"Hello, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2658,I was overcharged on my last invoice by $15. Please refund.,Billing,High
TKT-2659,I forgot my password and the reset link is not working.,Account,Medium
TKT-2660,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2661,URGENT: I was overcharged on my last invoice by $411. Please refund.,Billing,Medium
TKT-2662,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2663,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2664,I need to add another user to my enterprise plan.,Account,Low
TKT-2665,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2666,I was overcharged on my last invoice by $145. Please refund.,Billing,High
TKT-2667,"Hi, I was overcharged on my last invoice by $341. Please refund.",Billing,Medium
TKT-2668,"Just wondering, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2669,My account has been locked. Please unlock it.,Account,High
TKT-2670,Please help - How do I change my email address?,Account,Low
TKT-2671,"Hello, I need to add another user to my enterprise plan.",Account,Low
TKT-2672,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2673,"Just wondering, Why is my credit card failing to process?",Billing,Medium
TKT-2674,Please help - Your website is loading very slowly today.,Technical Issue,Medium
TKT-2675,"Hi, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2676,"Just wondering, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2677,There is an unauthorized charge of $321 on my account.,Billing,High
TKT-2678,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2679,"Just wondering, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2680,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2681,URGENT: How do I change my email address?,Account,Low
TKT-2682,I forgot my password and the reset link is not working.,Account,Medium
TKT-2683,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2684,Why is my credit card failing to process?,Billing,Medium
TKT-2685,"Hi, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2686,"Hi, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2687,"Hello, How do I change my email address?",Account,Low
TKT-2688,My account has been locked. Please unlock it.,Account,High
TKT-2689,URGENT: What are your business hours?,General Query,Low
TKT-2690,"Just wondering, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2691,I need to add another user to my enterprise plan.,Account,Low
TKT-2692,Why is my credit card failing to process?,Billing,Medium
TKT-2693,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2694,Is there a free trial available?,General Query,Low
TKT-2695,URGENT: I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2696,Please help - The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2697,"Hello, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2698,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2699,"Just wondering, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2700,I was overcharged on my last invoice by $260. Please refund.,Billing,High
TKT-2701,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2702,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2703,URGENT: The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2704,Can you send me the receipt for order #7328?,Billing,Medium
TKT-2705,Can you delete my account permanently?,Account,Low
TKT-2706,"Hello, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2707,"Hello, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2708,URGENT: The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2709,Please help - API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2710,API endpoint /v1/users is returning a timeout.,Technical Issue,High
TKT-2711,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2712,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2713,URGENT: API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2714,My account has been locked. Please unlock it.,Account,High
TKT-2715,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2716,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2717,"Hi, Where is your company located?",General Query,Low
TKT-2718,I forgot my password and the reset link is not working.,Account,High
TKT-2719,"Just wondering, Why is my credit card failing to process?",Billing,Medium
TKT-2720,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2721,My account has been locked. Please unlock it.,Account,High
TKT-2722,"Hello, I need to add another user to my enterprise plan.",Account,Low
TKT-2723,How do I change my email address?,Account,Low
TKT-2724,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2725,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2726,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2727,There is an unauthorized charge of $165 on my account.,Billing,High
TKT-2728,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2729,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2730,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2731,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2732,Is there a free trial available?,General Query,Low
TKT-2733,There is an unauthorized charge of $372 on my account.,Billing,High
TKT-2734,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2735,Please help - Why is my credit card failing to process?,Billing,High
TKT-2736,Please help - The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2737,"Hi, I forgot my password and the reset link is not working.",Account,Medium
TKT-2738,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2739,URGENT: I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2740,Can you send me the receipt for order #3655?,Billing,Medium
TKT-2741,I was overcharged on my last invoice by $308. Please refund.,Billing,High
TKT-2742,"Hello, Can you delete my account permanently?",Account,Low
TKT-2743,Please help - API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2744,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2745,"Hi, How do I change my email address?",Account,Low
TKT-2746,The application keeps crashing on my Android phone.,Technical Issue,Medium
TKT-2747,URGENT: I was overcharged on my last invoice by $370. Please refund.,Billing,High
TKT-2748,There is an unauthorized charge of $304 on my account.,Billing,High
TKT-2749,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2750,URGENT: Do you offer a discount for non-profits?,General Query,Low
TKT-2751,How do I change my email address?,Account,Low
TKT-2752,Where is your company located?,General Query,Low
TKT-2753,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2754,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2755,URGENT: Why is my credit card failing to process?,Billing,Medium
TKT-2756,"Hello, I forgot my password and the reset link is not working.",Account,Medium
TKT-2757,Please help - The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2758,"Just wondering, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2759,Where is your company located?,General Query,Low
TKT-2760,Why is my credit card failing to process?,Billing,Medium
TKT-2761,"Hi, I forgot my password and the reset link is not working.",Account,Medium
TKT-2762,"Just wondering, Why is my credit card failing to process?",Billing,Medium
TKT-2763,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2764,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2765,I need to add another user to my enterprise plan.,Account,Low
TKT-2766,"Just wondering, Can you delete my account permanently?",Account,Low
TKT-2767,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2768,There is an unauthorized charge of $114 on my account.,Billing,High
TKT-2769,I was overcharged on my last invoice by $200. Please refund.,Billing,High
TKT-2770,URGENT: The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2771,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2772,Please help - API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2773,URGENT: I was overcharged on my last invoice by $230. Please refund.,Billing,High
TKT-2774,What are your business hours?,General Query,Low
TKT-2775,I need to add another user to my enterprise plan.,Account,Low
TKT-2776,Can you delete my account permanently?,Account,Low
TKT-2777,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2778,I need to add another user to my enterprise plan.,Account,Low
TKT-2779,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2780,"Just wondering, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-2781,There is an unauthorized charge of $147 on my account.,Billing,Medium
TKT-2782,Please help - API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2783,"Hi, There is an unauthorized charge of $193 on my account.",Billing,High
TKT-2784,URGENT: I was overcharged on my last invoice by $322. Please refund.,Billing,High
TKT-2785,"Just wondering, Why is my credit card failing to process?",Billing,Medium
TKT-2786,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2787,URGENT: Your website is loading very slowly today.,Technical Issue,Medium
TKT-2788,"I love your product, just wanted to say thanks!",General Query,Low
TKT-2789,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2790,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2791,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2792,"Hello, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2793,"Just wondering, I love your product, just wanted to say thanks!",General Query,Low
TKT-2794,How do I change my email address?,Account,Low
TKT-2795,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2796,"I love your product, just wanted to say thanks!",General Query,Low
TKT-2797,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2798,"Hello, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2799,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2800,"Just wondering, Can you send me the receipt for order #8291?",Billing,Medium
TKT-2801,There is an unauthorized charge of $195 on my account.,Billing,High
TKT-2802,There is an unauthorized charge of $433 on my account.,Billing,High
TKT-2803,URGENT: Your website is loading very slowly today.,Technical Issue,Medium
TKT-2804,There is an unauthorized charge of $219 on my account.,Billing,High
TKT-2805,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2806,Please help - The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2807,Why is my credit card failing to process?,Billing,Medium
TKT-2808,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2809,My account has been locked. Please unlock it.,Account,High
TKT-2810,What are your business hours?,General Query,Low
TKT-2811,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2812,"Just wondering, I forgot my password and the reset link is not working.",Account,Medium
TKT-2813,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2814,"Just wondering, Why is my credit card failing to process?",Billing,Medium
TKT-2815,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2816,Is there a free trial available?,General Query,Low
TKT-2817,Please help - The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2818,"Just wondering, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2819,"Just wondering, My account has been locked. Please unlock it.",Account,High
TKT-2820,Please help - Can you delete my account permanently?,Account,Low
TKT-2821,How do I change my email address?,Account,Low
TKT-2822,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2823,"Hi, I need to add another user to my enterprise plan.",Account,Low
TKT-2824,My account has been locked. Please unlock it.,Account,High
TKT-2825,"Just wondering, Why is my credit card failing to process?",Billing,Medium
TKT-2826,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2827,Can you delete my account permanently?,Account,Low
TKT-2828,"Hello, Why is my credit card failing to process?",Billing,Medium
TKT-2829,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2830,There is an unauthorized charge of $111 on my account.,Billing,High
TKT-2831,There is an unauthorized charge of $44 on my account.,Billing,High
TKT-2832,There is an unauthorized charge of $362 on my account.,Billing,High
TKT-2833,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2834,URGENT: I need to add another user to my enterprise plan.,Account,Low
TKT-2835,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2836,I need to add another user to my enterprise plan.,Account,Low
TKT-2837,"Hello, I was overcharged on my last invoice by $247. Please refund.",Billing,High
TKT-2838,URGENT: Can you delete my account permanently?,Account,Low
TKT-2839,URGENT: I was overcharged on my last invoice by $120. Please refund.,Billing,High
TKT-2840,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2841,Please help - I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2842,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2843,"Hi, Where is your company located?",General Query,Low
TKT-2844,My account has been locked. Please unlock it.,Account,High
TKT-2845,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2846,My account has been locked. Please unlock it.,Account,High
TKT-2847,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2848,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2849,Please help - The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2850,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,Low
TKT-2851,I forgot my password and the reset link is not working.,Account,Medium
TKT-2852,Where is your company located?,General Query,Low
TKT-2853,"Hi, I forgot my password and the reset link is not working.",Account,Medium
TKT-2854,Please help - Can you send me the receipt for order #8723?,Billing,Medium
TKT-2855,Please help - Your website is loading very slowly today.,Technical Issue,Medium
TKT-2856,"Just wondering, Can you delete my account permanently?",Account,Low
TKT-2857,Is there a free trial available?,General Query,Low
TKT-2858,Please help - The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2859,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2860,My account has been locked. Please unlock it.,Account,High
TKT-2861,Can you delete my account permanently?,Account,Low
TKT-2862,There is an unauthorized charge of $117 on my account.,Billing,High
TKT-2863,There is an unauthorized charge of $246 on my account.,Billing,High
TKT-2864,"Hi, I need to add another user to my enterprise plan.",Account,Low
TKT-2865,Why is my credit card failing to process?,Billing,Medium
TKT-2866,Can you send me the receipt for order #7949?,Billing,Medium
TKT-2867,Please help - API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2868,"I love your product, just wanted to say thanks!",General Query,Low
TKT-2869,"Just wondering, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2870,"URGENT: I love your product, just wanted to say thanks!",General Query,Low
TKT-2871,Where is your company located?,General Query,Low
TKT-2872,Why is my credit card failing to process?,Billing,Medium
TKT-2873,Why is my credit card failing to process?,Billing,Medium
TKT-2874,"Just wondering, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2875,How do I change my email address?,Account,Low
TKT-2876,URGENT: My account has been locked. Please unlock it.,Account,High
TKT-2877,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2878,Why is my credit card failing to process?,Billing,Medium
TKT-2879,"Hello, Can you delete my account permanently?",Account,Low
TKT-2880,I was overcharged on my last invoice by $128. Please refund.,Billing,High
TKT-2881,Please help - I want to cancel my subscription and get a refund.,Billing,High
TKT-2882,"Just wondering, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2883,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2884,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2885,Can you delete my account permanently?,Account,Low
TKT-2886,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2887,I need to add another user to my enterprise plan.,Account,Low
TKT-2888,Is there a free trial available?,General Query,Low
TKT-2889,URGENT: What are your business hours?,General Query,Low
TKT-2890,URGENT: The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2891,Can you send me the receipt for order #8843?,Billing,Low
TKT-2892,Can you send me the receipt for order #1498?,Billing,Medium
TKT-2893,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2894,"Hi, How do I change my email address?",Account,High
TKT-2895,"Just wondering, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2896,How do I change my email address?,Account,Low
TKT-2897,Is there a free trial available?,General Query,Low
TKT-2898,Please help - Why is my credit card failing to process?,Billing,Medium
TKT-2899,There is an unauthorized charge of $321 on my account.,Billing,High
TKT-2900,URGENT: My account has been locked. Please unlock it.,Account,High
TKT-2901,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2902,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2903,"Hello, How do I change my email address?",Account,Low
TKT-2904,URGENT: I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2905,"Hello, Can you send me the receipt for order #6169?",Billing,Medium
TKT-2906,"Just wondering, Can you send me the receipt for order #5249?",Billing,Medium
TKT-2907,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2908,Please help - Why is my credit card failing to process?,Billing,Medium
TKT-2909,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2910,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2911,"Hello, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2912,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2913,Please help - I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2914,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2915,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2916,URGENT: API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2917,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2918,"Just wondering, Is there a free trial available?",General Query,Low
TKT-2919,"Just wondering, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2920,Where is your company located?,General Query,Low
TKT-2921,"Hello, I was overcharged on my last invoice by $349. Please refund.",Billing,High
TKT-2922,How do I change my email address?,Account,Low
TKT-2923,I want to cancel my subscription and get a refund.,Billing,High
TKT-2924,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2925,The application keeps crashing on my Android phone.,Technical Issue,Low
TKT-2926,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2927,How do I change my email address?,Account,Low
TKT-2928,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2929,"Hello, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2930,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2931,URGENT: Where is your company located?,General Query,Low
TKT-2932,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2933,"Hello, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2934,"Hi, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2935,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2936,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2937,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2938,URGENT: Your website is loading very slowly today.,Technical Issue,Medium
TKT-2939,How do I change my email address?,Account,Low
TKT-2940,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Low
TKT-2941,Please help - Can you send me the receipt for order #8454?,Billing,Medium
TKT-2942,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2943,"Hi, My account has been locked. Please unlock it.",Account,High
TKT-2944,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2945,"Hello, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,High
TKT-2946,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2947,URGENT: There is an unauthorized charge of $432 on my account.,Billing,High
TKT-2948,Can you send me the receipt for order #2656?,Billing,Medium
TKT-2949,URGENT: API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2950,I need to add another user to my enterprise plan.,Account,Low
TKT-2951,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2952,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2953,URGENT: There is an unauthorized charge of $266 on my account.,Billing,High
TKT-2954,I was overcharged on my last invoice by $218. Please refund.,Billing,High
TKT-2955,URGENT: I was overcharged on my last invoice by $246. Please refund.,Billing,High
TKT-2956,There is an unauthorized charge of $323 on my account.,Billing,High
TKT-2957,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2958,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2959,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2960,"Just wondering, I love your product, just wanted to say thanks!",General Query,Low
TKT-2961,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2962,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2963,Why is my credit card failing to process?,Billing,Medium
TKT-2964,"Hi, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2965,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2966,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2967,Please help - Your website is loading very slowly today.,Technical Issue,Medium
TKT-2968,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2969,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2970,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2971,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2972,"Just wondering, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2973,The application keeps crashing on my Android phone.,Technical Issue,Low
TKT-2974,URGENT: I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2975,I need to add another user to my enterprise plan.,Account,Low
TKT-2976,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2977,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2978,Why is my credit card failing to process?,Billing,Medium
TKT-2979,Can you send me the receipt for order #1529?,Billing,Medium
TKT-2980,My account has been locked. Please unlock it.,Account,High
TKT-2981,I forgot my password and the reset link is not working.,Account,Medium
TKT-2982,I was overcharged on my last invoice by $425. Please refund.,Billing,High
TKT-2983,URGENT: API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2984,How do I change my email address?,Account,Low
TKT-2985,"Hi, Why is my credit card failing to process?",Billing,Medium
TKT-2986,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2987,"Hello, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2988,Why is my credit card failing to process?,Billing,Medium
TKT-2989,Please help - Can you delete my account permanently?,Account,Low
TKT-2990,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2991,"Hi, Why is my credit card failing to process?",Billing,Medium
TKT-2992,There is an unauthorized charge of $379 on my account.,Billing,High
TKT-2993,URGENT: There is an unauthorized charge of $186 on my account.,Billing,High
TKT-2994,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2995,"Hello, My account has been locked. Please unlock it.",Account,High
TKT-2996,"Hi, Why is my credit card failing to process?",Billing,Medium
TKT-2997,"Hi, How do I change my email address?",Account,Low
TKT-2998,Your website is loading very slowly today.,Technical Issue,Low
TKT-2999,I forgot my password and the reset link is not working.,Account,Medium
